,id,date,monday,tuesday,wednesday,thursday,friday,saturday,sunday,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,mood (target)
306,AS14.08,31-03-14,1,0,0,0,0,0,0,7.6,0,1.2,0.078934652,41.76352499,0,0,3.048,21.58461404,6.728,0,0,0,8.444333333,20.79190909,0,0,14.035,0,0
307,AS14.08,01-04-14,0,1,0,0,0,0,0,7.2,-1,1,0.062353855,64.82559377,0,0,3.525625,39.5997561,11.513125,0,0,0,6.643222222,64.95446667,0,0,3.005,0,0
308,AS14.08,02-04-14,0,0,1,0,0,0,0,6.6,-0.4,0.8,0.008289547,40.98882357,0,0,16.932,90.4921,19.154,0,0,0,5.748222222,18.926,0,0,20.146,0,0
309,AS14.08,03-04-14,0,0,0,1,0,0,0,7,0,1.333333333,0.078767886,42.35250745,0,0,3.6467,29.93558228,0,0,0,0,7.143866667,28.10577778,0,0,16.859,0,0
310,AS14.08,04-04-14,0,0,0,0,1,0,0,7.5,0.25,1.25,0.031123973,37.22082355,1,0,11.2198,39.24872727,0,0,0,0,5.745833333,58.69482143,0,0,9.065,0,0
311,AS14.08,05-04-14,0,0,0,0,0,1,0,7.4,0.2,1.2,0.128414141,59.84303448,0,0,2.16,29.74409375,76.908,0,0,0,6.666,30.16766667,0,0,8.5285,0,0
312,AS14.08,06-04-14,0,0,0,0,0,0,1,7.6,0,1.25,0.007280235,68.21094739,0,0,17.27625,17.47168421,5.516,0,0,0,6.8792,29.60094444,0,0,11.055,0,0
313,AS14.08,07-04-14,1,0,0,0,0,0,0,7,0,1,0.102473134,58.44807893,1,1,10.75005882,41.02186207,122.7986667,0,0,0,5.344615385,28.37468182,0,7.028,0,0,0
314,AS14.08,08-04-14,0,1,0,0,0,0,0,6.5,-0.25,0.5,0.058148292,38.85586365,0,0,3.084727273,23.46677612,46.5835,0,0,0,7.08175,25.68880952,0,0,15.5985,0,0
315,AS14.08,09-04-14,0,0,1,0,0,0,0,6.25,0.25,0.5,0.040366266,70.71764707,0,0,12.51822222,49.17061111,0,0,0,0,722.7522,117.1035882,0,0,6.016,0,0
316,AS14.08,10-04-14,0,0,0,1,0,0,0,7.6,1.2,1.4,0.206573263,58.1434,0,0,4.752947368,41.0615974,230.726,0,0,0,16.5062,15.95041818,0,0,15.861,0,0
317,AS14.08,11-04-14,0,0,0,0,1,0,0,7.6,0.6,1,0.074135549,39.54802502,1,0,3.2465,14.60477419,16.0735,0,0,0,4.8116,31.94583871,0,0,3.01,0,0
318,AS14.08,12-04-14,0,0,0,0,0,1,0,7,0,0.8,0.025027439,33.35078261,0,0,0,127.4904667,0,0,0,0,10.8724,37.1045,0,0,0,0,0
319,AS14.08,13-04-14,0,0,0,0,0,0,1,7.6,0,1.2,0.004827096,59.39885715,0,0,2.715666667,18.81151429,73.85433333,0,0,0,17.06214286,119.7591667,0,0,5.043,0,0
320,AS14.08,14-04-14,1,0,0,0,0,0,0,6.6,0.2,0.6,0.064903087,59.07027588,0,0,3.423692308,40.244375,81.273,0,0,45.241,10.16958333,37.38926667,0,0,7.84825,0,0
321,AS14.08,15-04-14,0,1,0,0,0,0,0,6.4,-0.8,0.6,0.034090909,95.43872725,0,0,18.46152941,73.83710714,36.189,0,0,0,7.740142857,41.86570588,0,0,0,0,0
322,AS14.08,16-04-14,0,0,1,0,0,0,0,6.6,-0.6,0.8,0.068597356,52.25039393,0,0,5.822952381,30.47889286,11.229,0,0,48.299,6.475571429,35.03235294,0,0,6.678,0,0
323,AS14.08,17-04-14,0,0,0,1,0,0,0,6.2,-1,0.8,0.097181567,72.43126665,0,0,7.428733333,19.1864717,36.17925,0,0,0,23.612375,24.15089286,185.8111667,0,3.038,0,0
324,AS14.08,18-04-14,0,0,0,0,1,0,0,6,-0.4,0.6,0.049041986,42.57309089,0,0,2.23425,10.47252941,0,0,0,0,8.474,48.49392857,0,0,0,0,0
325,AS14.08,19-04-14,0,0,0,0,0,1,0,7.8,1.4,1.2,0.039002894,84.11889281,0,0,14.10269565,42.0103,29.52166667,0,0,0,5.866625,47.48786957,0,22.302,7.023,0,0
326,AS14.08,20-04-14,0,0,0,0,0,0,1,6.4,-1.2,0.8,0.004899345,62.74223808,0,0,286.479875,8.5042,43.3855,0,0,0,7.2746,245.1970833,0,17.156,15.074,0,0
327,AS14.08,21-04-14,1,0,0,0,0,0,0,6.4,-1,0.6,0.02929496,90.26495651,0,0,6.932461538,46.17,437.264,0,0,5.032,6.2616,29.21432258,0,0,6.026,0,0
328,AS14.08,22-04-14,0,1,0,0,0,0,0,6,-0.6,0.4,0.077399943,58.68467741,0,0,13.6865,25.65522581,21.094,0,0,0,6.714,40.15490476,0,0,0,0,0
329,AS14.08,23-04-14,0,0,1,0,0,0,0,5.6,0,0.4,0.124976027,33.07500001,0,0,12.82533333,19.3497037,0,0,0,0,7.300571429,25.64258824,0,0,0,0,0
330,AS14.08,24-04-14,0,0,0,1,0,0,0,6.666666667,0.333333333,1,0.128005912,53.11427026,0,0,3.783714286,27.62319565,27.632,0,0,0,49.76127273,46.21433333,0,0,0,0,0
331,AS14.08,25-04-14,0,0,0,0,1,0,0,6.333333333,0,0.8,0.028321013,95.46938098,0,0,7.691416667,369.6935,0,0,0,163.344,8.6175,40.6436,0,0,0,0,0
332,AS14.08,26-04-14,0,0,0,0,0,1,0,6,-0.5,0.25,0.047178819,36.98126319,0,0,18.43066667,19.5715,0,0,0,0,5.8318,33.94628571,0,0,0,0,0
333,AS14.08,27-04-14,0,0,0,0,0,0,1,6,-0.833333333,0.666666667,0.005429837,185.699,0,1,14.31757143,50.33735714,835.74,0,0,0,8.5445,58.39091667,0,0,0,0,0
334,AS14.08,28-04-14,1,0,0,0,0,0,0,5.8,-0.8,0.6,0.022252415,48.04211113,0,0,21.32583333,8.767357143,109.162,0,0,0,7.571833333,46.1776,0,0,0,0,0
335,AS14.08,29-04-14,0,1,0,0,0,0,0,5.75,-0.25,0.25,0.030996148,65.33670968,0,0,3.073571429,26.29906818,37.136,0,0,0,9.84375,57.8505,0,0,0,0,0
336,AS14.08,30-04-14,0,0,1,0,0,0,0,6.666666667,-0.5,1,0.03482504,159.9600399,0,0,4.309,102.980871,50.6385,0,0,0,7.6628,29.06105556,0,0,0,0,0
337,AS14.08,01-05-14,0,0,0,1,0,0,0,7,0.4,0.8,0.037314099,202.1776296,0,0,16.118,367.8971481,625.2913333,0,0,0,9.507666667,44.2897,0,0,101.276,0,0
338,AS14.08,02-05-14,0,0,0,0,1,0,0,7.2,-0.4,1,0.181738008,46.87813336,0,0,4.970333333,7.89805,29.418,0,0,0,9.148,39.68127273,0,0,3.172,0,0
339,AS14.08,03-05-14,0,0,0,0,0,1,0,7.4,0.4,1,0.22181373,44.16289999,0,0,7.246833333,47.23107143,0,0,0,0,6.1045,36.43041667,0,6.071,11.0535,0,0
340,AS14.08,04-05-14,0,0,0,0,0,0,1,6.8,-0.2,1,0.043277613,57.90238237,1,0,9.001777778,15.60016,0,0,0,0,8.5835,61.94645455,0,103.919,0,0,0
341,AS14.08,05-05-14,1,0,0,0,0,0,0,6.666666667,-1,1,0.002604167,43.96916664,0,0,0,7.3168,0,0,0,0,5.55375,51.1205,0,0,0,0,0
342,AS14.09,21-03-14,0,0,0,0,1,0,0,7,0,1,0,73.36180485,1,1,7.32675,39.38970968,17.65190244,0,0,2.113,36.15133333,0,0,0,1.01,0,0
343,AS14.09,22-03-14,0,0,0,0,0,1,0,7,0,0.666666667,0.062847222,52.87911237,0,0,21.29428571,41.33930769,28.6134472,0,0,4.436333333,18.378875,61.284,64.439,0,1.003,3.02,0
344,AS14.09,23-03-14,0,0,0,0,0,0,1,6.75,0.75,0.25,0.033333333,96.76054054,0,1,15.75021053,39.8471625,201.896882,0,0,0,11.39983333,18.333,38.7176,0,1.018,0,0
345,AS14.09,24-03-14,1,0,0,0,0,0,0,7.25,0.5,0.5,0.079166667,55.42041122,0,0,8.608285714,36.64884884,6.066676136,10.8984,0,2.0455,13.93883333,50.17527778,20.87908333,29.51836364,6.889,0,0
346,AS14.09,25-03-14,0,1,0,0,0,0,0,6.2,0.4,-0.2,0.025694444,71.4078515,1,0,23.40157143,24.17235,19.25284541,21.224,0,5.128,12.06333333,20.49983333,32.474,0,1.005333333,17.433,0
347,AS14.09,26-03-14,0,0,1,0,0,0,0,7.75,0.5,0.75,0.086315576,111.0652857,1,1,34.7465,25.95139655,19.27972727,61.349,0,1.004,11.72825,28.98609091,0,0,18.99975,0,0
348,AS14.09,27-03-14,0,0,0,1,0,0,0,7.8,-0.4,0.8,0.027083333,65.14721873,1,0,30.08314286,30.40969231,20.85470085,0,0,0,16.10366667,83.60283333,1.01,22.4956,0,14.396,0
349,AS14.09,28-03-14,0,0,0,0,1,0,0,8.25,-0.25,1,0.079778439,132.4997975,1,0,25.49855,36.69391667,33.12857647,28.0355,0,2.032,35.12828571,36.714875,54.65383333,5.730666667,17.743,0,0
350,AS14.09,29-03-14,0,0,0,0,0,1,0,8,-0.4,1,0.082291667,81.70627173,1,0,22.7456,35.13356566,16.15704592,0,0,0,12.7778,62.949,39.4255,0,1.621,0,0
351,AS14.09,30-03-14,0,0,0,0,0,0,1,7.75,-1,1,0.111956522,77.40438392,1,1,106.4625385,44.22178481,14.57595413,21.601,0,0,10.45375,44.71754545,0,0,1.353666667,16.89,0
352,AS14.09,31-03-14,1,0,0,0,0,0,0,7,-0.2,0.2,0.083333333,64.23495283,1,0,36.66911765,37.79334831,12.58789091,32.42733333,0,4.1,8.2515,10.145,21.34751852,0,1.347666667,0,0
353,AS14.09,01-04-14,0,1,0,0,0,0,0,7.6,0,0.6,0.079861111,122.0385472,1,0,81.75496429,43.46714876,17.8667839,123.632,0,0,12.8194,35.69933333,68.59,364.752,1.0142,0,0
354,AS14.09,02-04-14,0,0,1,0,0,0,0,6.2,0.2,0,0.041386555,63.4418421,1,0,76.61229412,21.81540625,13.54780769,0,0,0,13.071,33.83,0,0,9.877,32.864,0
355,AS14.09,03-04-14,0,0,0,1,0,0,0,7.6,0,0.6,0.180902778,45.33238518,1,0,24.50933333,26.75492,7.38905314,24.3225,0,2.02,15.1235,69.875,43.10774286,40.1235,0,0,0
356,AS14.09,04-04-14,0,0,0,0,1,0,0,7.25,-0.75,0.75,0.076041667,83.28489156,1,1,13.8076,41.36712,14.90805319,15.924,175.019,0,10.16683333,166.319,25.00018182,0,1.029,0,0
357,AS14.09,05-04-14,0,0,0,0,0,1,0,7.5,0,0.75,0.115625,48.79547322,0,0,7.578714286,33.95594382,10.22861353,0,80.992,1.012,15.3394,54.6,0,0,1.007,0,0
358,AS14.09,06-04-14,0,0,0,0,0,0,1,6.8,-0.4,0.8,0.138888889,69.52085439,0,0,13.4846,34.80207229,17.6285665,51.71,0,4.025,7.535571429,65.107,0,4.098,5.5805,24.224,0
359,AS14.09,07-04-14,1,0,0,0,0,0,0,6.2,-0.5,0,0.078125,62.25208142,0,0,17.4613,47.91672727,10.69385161,38.169,0,3.043,9.103142857,60.2318,23.2108,0,0,15.05866667,0
360,AS14.09,08-04-14,0,1,0,0,0,0,0,7.2,0,0.6,0.086458333,39.76202941,0,1,16.86676923,30.22766667,100.0865954,40.04775,0,1.032,13.1988,17.1855,32.49516667,0,0,0,0
361,AS14.09,09-04-14,0,0,1,0,0,0,0,6.5,0.25,0.25,0.034126984,63.28089706,1,0,45.5006,34.3027,16.73281967,23.372,0,0,9.778,14.191,26.014,0,0,0,0
362,AS14.09,10-04-14,0,0,0,1,0,0,0,6,0.75,0,0.030357143,69.63183876,1,0,12.93211111,31.80257692,12.45343243,0,0,0,9.6935,39.2542,0,77.658,1.0095,0,0
363,AS14.09,11-04-14,0,0,0,0,1,0,0,6.8,0,0.6,0.114285714,139.051925,0,0,2.008,21.86574286,9.337337838,23.749,0,0,9.648,0,74.8635,25.55116667,0,0,0
364,AS14.09,12-04-14,0,0,0,0,0,1,0,7,0,0.8,0.069444444,74.77797369,1,0,0,38.71434884,15.92151389,0,0,0,10.5504,0,0,0,19.69933333,0,0
365,AS14.09,13-04-14,0,0,0,0,0,0,1,6,-0.8,0,0.172222222,45.06837036,0,1,6.0935,31.4660625,4.89075,0,0,0,5.069333333,0,51.380125,0,1.008,0,0
366,AS14.09,14-04-14,1,0,0,0,0,0,0,5.8,-0.2,-0.2,0.083333333,26.55448388,1,1,25.161,15.55716667,12.37615385,0,0,2.5145,12.7395,0,38.86,0,0,0,0
367,AS14.09,15-04-14,0,1,0,0,0,0,0,6,0,0,0.088541667,46.15120512,1,1,40.22166667,20.53903448,15.79995455,148.776,0,0,5.6385,0,0,0,0,0,0
368,AS14.09,16-04-14,0,0,1,0,0,0,0,5.5,-0.5,-0.25,0.015584416,53.52563639,0,0,5.0605,32.854875,18.23878261,0,0,0,29.612,0,0,0,0,0,0
369,AS14.09,17-04-14,0,0,0,1,0,0,0,7,0,0.75,0.110456539,40.95274075,1,1,7.899,34.27127027,6.791645833,36.512,0,0,8.06475,0,6.146285714,30.3282,1.702333333,0,0
370,AS14.09,18-04-14,0,0,0,0,1,0,0,6.6,-1.2,0.6,0.114738292,51.39482609,1,1,26.0182,18.44625,16.35925275,20.05475,0,36.176,12.053,19.0585,22.127,0,1.5055,0,0
371,AS14.09,19-04-14,0,0,0,0,0,1,0,8,0.25,1,0.113149351,59.26490622,0,0,2.6314,44.79376471,9.42333871,0,0,4.028,10.4015,18.238,158.462,0,0,0,0
372,AS14.09,20-04-14,0,0,0,0,0,0,1,6.25,0,0.25,0.041548295,22.16215791,0,0,2.012,41.36833333,8.3588,0,0,0,0,267.892,20.44266667,0,0,0,0
373,AS14.09,21-04-14,1,0,0,0,0,0,0,6.5,-1,0.5,0.015309343,56.54226665,1,0,33.363,13.3558,22.19528,32.886,0,0,8.1695,0,0,108.031,1.1025,0,0
374,AS14.09,22-04-14,0,1,0,0,0,0,0,6.6,-0.2,0.4,0.064393939,137.4946316,1,0,45.24161111,43.99589474,32.43034091,0,0,0,0,26.468,0,0,0,0,0
375,AS14.09,23-04-14,0,0,1,0,0,0,0,6.333333333,-0.333333333,0.333333333,0.039220328,117.01176,1,1,90.08133333,45.00705882,25.54068085,71.327,0,0,23.765,28.135,0,30.26,0,0,0
376,AS14.09,24-04-14,0,0,0,1,0,0,0,7.2,0.2,1,0.042032828,33.21030433,1,0,7.797333333,25.24825,10.06059524,0,0,0,7.085,0,4.024,0,0,5.032,0
377,AS14.09,25-04-14,0,0,0,0,1,0,0,7.25,0.25,1,0.115814394,34.15554056,0,0,4.023,23.00957143,13.95211429,47.889,0,0,8.504333333,0,0,17.815,0,14.066,0
378,AS14.09,26-04-14,0,0,0,0,0,1,0,8,0,1,0.11026936,59.9115,0,0,14.9464,45.72704348,6.129090909,67.75166667,0,0,12.925,8.226,0,0,0,25.462,0
379,AS14.09,27-04-14,0,0,0,0,0,0,1,6.25,-1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,AS14.09,28-04-14,1,0,0,0,0,0,0,6.6,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,AS14.09,29-04-14,0,1,0,0,0,0,0,6.75,-0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,AS14.09,30-04-14,0,0,1,0,0,0,0,7,-0.5,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,AS14.09,01-05-14,0,0,0,1,0,0,0,7.5,-0.25,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,AS14.09,02-05-14,0,0,0,0,1,0,0,7.6,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,AS14.09,03-05-14,0,0,0,0,0,1,0,7.75,0.25,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,AS14.09,04-05-14,0,0,0,0,0,0,1,6.6,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,AS14.09,05-05-14,1,0,0,0,0,0,0,6,-1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,AS14.12,15-03-14,0,0,0,0,0,1,0,5.5,0,-0.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
389,AS14.12,27-03-14,0,0,0,1,0,0,0,7,-0.5,1,0.148290537,96.28112699,1,0,9.809546667,93.0649,34.5645,0,0,0,14.381,97.63542222,0,0,5.052,0,0
390,AS14.12,28-03-14,0,0,0,0,1,0,0,6.75,0,0.75,0.112188697,75.92765942,1,0,19.26621825,66.85713158,160.8975833,0,0,0,15.5816,62.62057895,0,0,4.723,0,0
391,AS14.12,29-03-14,0,0,0,0,0,1,0,6.75,1,1,0.126075069,107.0601505,1,0,41.69913376,54.9195,31.28309375,0,0,0,10.3414,50.73930435,20.2236,6.699888889,4.06,0,0
392,AS14.12,30-03-14,0,0,0,0,0,0,1,5.8,-0.2,0.25,0.050002669,43.45290142,1,0,6.342385827,24.709625,43.063,0,0,0,10.7338,65.32278571,0,0,3.0234,0,0
393,AS14.12,31-03-14,1,0,0,0,0,0,0,6.4,0.4,0.4,0.07254649,50.60035526,1,0,8.833657407,37.27688235,24.21476471,5.52,11.03,17.189,9.5114,78.30591667,29.70765385,0,0,0,0
394,AS14.12,01-04-14,0,1,0,0,0,0,0,6.4,0.4,0.75,0.140792155,84.69151428,1,0,6.808102041,40.12094521,44.19364706,18.45933333,3.766,0,8.9292,104.9495806,17.01975,0,0,0,0
395,AS14.12,02-04-14,0,0,1,0,0,0,0,6,-0.4,0.333333333,0.147060227,122.3652593,1,0,4.599245902,64.44075,126.5158333,42.83266667,0,44.16688889,12.96316667,53.90358333,12.855,0,0,0,0
396,AS14.12,03-04-14,0,0,0,1,0,0,0,5.4,0.4,0,0.15734127,66.20685528,1,0,9.544472,45.25860656,37.3376875,16.7025,0,141.3378333,8.126,84.26394,33.98054545,0,0,0,0
397,AS14.12,04-04-14,0,0,0,0,1,0,0,6.5,0.75,0.666666667,0.13877989,54.8615111,1,1,6.554671958,27.06421739,89.8665,0,0,43.76141667,9.1,83.28207143,28.62910169,0,0,0,0
398,AS14.12,05-04-14,0,0,0,0,0,1,0,6.2,0,0.4,0.150298313,48.66718001,1,1,10.97401361,19.31272727,69.13695238,13.20366667,4.009,0,13.3582,63.25024242,30.58342857,0,0,0,0
399,AS14.12,06-04-14,0,0,0,0,0,0,1,6.25,0.25,0.75,0.087211119,67.09592858,0,0,6.677882353,23.71157143,127.265,0,0,0,7.869,117.9821111,31.48581818,0,0,0,0
400,AS14.12,07-04-14,1,0,0,0,0,0,0,6.4,0.2,1,0.125655119,65.91710989,0,0,10.31254839,23.373,70.72645455,9.8758,36.11266667,5.036,9.956,93.89744828,41.43083333,0,4.766444444,0,0
401,AS14.12,08-04-14,0,1,0,0,0,0,0,6.25,0,0.25,0.117654972,57.9387029,1,0,13.89566516,33.91682927,63.16382609,65.37366667,0,32.96066667,8.9166,57.04483051,11.7344,0,0,0,0
402,AS14.12,09-04-14,0,0,1,0,0,0,0,5.25,0,-0.5,0.165516729,80.0375797,0,0,120.6316917,52.02482353,111.3168571,12.706,59.93766667,44.98675,8.202,62.04342188,10.97816667,0,5.798666667,0,0
403,AS14.12,10-04-14,0,0,0,1,0,0,0,6.4,0.2,0.6,0.133820783,68.26766666,0,0,10.21512077,26.07385714,39.83827273,0,5.149,0,9.355333333,78.7382381,0,0,0,0,0
404,AS14.12,11-04-14,0,0,0,0,1,0,0,6.6,-0.5,1,0.071510683,65.17566664,1,0,90.0140463,18.79944444,25.46606667,0,0,0,9.1106,78.01175758,33.21171429,0,0,0,0
405,AS14.12,12-04-14,0,0,0,0,0,1,0,6.8,0,0.8,0.084032014,56.11691539,0,0,11.27716929,36.27965385,35.44947368,0,0,11.059,14.5812,68.28206061,45.92561538,0,4.022666667,0,0
406,AS14.12,13-04-14,0,0,0,0,0,0,1,5.6,0.6,0,0.095383325,73.32200002,1,0,5.98636715,45.49647222,33.46226471,0,0,45.218,14.0124,83.48953061,26.016,0,5.019,0,0
407,AS14.12,14-04-14,1,0,0,0,0,0,0,6.6,-0.4,0.8,0.087424186,76.06139805,1,0,8.192883838,29.37348649,87.94910526,7.360333333,0,0,14.9042,71.72175556,0,0,5.0545,0,0
408,AS14.12,15-04-14,0,1,0,0,0,0,0,6.8,0.2,1,0.120050497,57.00813492,1,0,9.843552301,42.39909804,55.4596,6.720333333,0,43.3915,8.890666667,52.99411667,0,0,5.128,0,0
409,AS14.12,16-04-14,0,0,1,0,0,0,0,7,0,1,0.198099233,46.26830923,1,1,11.55308434,45.42610417,99.0051,0,0,0,12.5968,55.41633333,32.283,0,0,0,0
410,AS14.12,17-04-14,0,0,0,1,0,0,0,6.8,-0.6,0.8,0.131061636,63.50589344,1,0,5.685825641,44.06325,144.6733333,16.58933333,0,31.27275,9.962,75.27284615,20.15869231,0,5.022,0,0
411,AS14.12,18-04-14,0,0,0,0,1,0,0,6.6,-0.6,0.8,0.079979123,64.17905434,0,0,6.129669231,26.31283333,29.56238462,4.632,0,0,10.8596,62.98826,29.759875,0,4.026,0,0
412,AS14.12,19-04-14,0,0,0,0,0,1,0,5.8,0.4,0.4,0.167165226,51.26068311,1,1,138.4255294,41.82652941,53.8759375,0,0,0,11.9966,55.96861364,31.00866667,0,0,0,0
413,AS14.12,20-04-14,0,0,0,0,0,0,1,6.4,0.4,1,0.220267265,87.62833139,0,0,14.20289781,46.536125,69.65405263,0,110.0828,27.49,10.2642,62.15360811,17.2234,0,2.380666667,0,0
414,AS14.12,21-04-14,1,0,0,0,0,0,0,6,-0.25,0.75,0.070230909,69.21834425,1,0,10.10613821,37.12360714,55.4905,0,61.195,0,11.3775,75.21164,20.81275,0,3.038,0,0
415,AS14.12,22-04-14,0,1,0,0,0,0,0,6.5,0.25,1,0.164627065,110.5214337,1,0,8.227836601,48.87344615,164.8259714,11.71766667,0,0,11.6278,72.34476389,31.07554545,0,4.156,0,0
416,AS14.12,23-04-14,0,0,1,0,0,0,0,5.8,0,0.8,0.114493887,52.53518691,1,0,6.811747312,28.74531579,26.120375,0,0,44.187,7.9852,72.82632558,32.06275,0,0,0,0
417,AS14.12,24-04-14,0,0,0,1,0,0,0,6.6,-0.6,0.6,0.0852228,66.04386665,1,0,16.47921053,17.01658824,43.87582353,18.2215,0,20.51725,8.2688,62.15123333,65.9855,0,0,0,0
418,AS14.12,25-04-14,0,0,0,0,1,0,0,5.6,0.2,0.2,0.134678702,43.52350459,1,1,12.21099415,23.27031818,48.6945,26.09,0,0,9.2496,79.61417391,65.18116667,0,9.10575,44.409,0
419,AS14.12,26-04-14,0,0,0,0,0,1,0,7,0.25,1,0.332577106,42.29408641,1,0,7.202779412,24.43625,67.4284,0,0,0,8.493,84.46466667,42.31316667,0,0,22.066,0
420,AS14.12,27-04-14,0,0,0,0,0,0,1,6,0,0.75,0.193479491,66.69965789,1,0,6.381983193,29.529,89.215,0,0,15.093,13.5306,128.8470769,68.31995,0,0,86.672,0
421,AS14.12,28-04-14,1,0,0,0,0,0,0,6.6,-0.6,1,0.085397687,61.2199077,1,1,14.37896324,37.01805,75.6122,21.063,0,0,8.8878,86.18665,32.09975,0,0,0,0
422,AS14.12,29-04-14,0,1,0,0,0,0,0,6,-0.4,1,0.079197637,63.39051042,1,0,11.8712191,26.97434375,71.9878,0,0,57.14333333,9.7408,85.99409302,0,0,0,0,0
423,AS14.12,30-04-14,0,0,1,0,0,0,0,6.25,-0.25,0.666666667,0.121993193,59.62284466,1,0,9.718196532,56.08175,52.21915,0,0,36.22,7.3086,102.4207,25.06952632,0,4.11,0,0
424,AS14.12,01-05-14,0,0,0,1,0,0,0,6.2,-0.2,0.5,0.095570039,112.0761875,0,1,7.493618557,47.36934783,106.3152222,16.69534615,90.8055,14.2814,10.07333333,117.9375625,15.83077778,0,2.524,0,0
425,AS14.12,02-05-14,0,0,0,0,1,0,0,5.5,0,0.5,0.130999543,167.9434902,1,0,13.115565,68.03516216,110.2326,22.64863636,0,9.3405,9.0026,102.9126939,24.5935,0,4.063,0,0
426,AS14.12,03-05-14,0,0,0,0,0,1,0,5.6,-0.4,0.2,0.085140097,44.2744553,1,1,14.01708458,35.61344444,33.86678571,17.38366667,0,35.1745,9.5386,59.61486486,1.026,0,7.558,0,0
427,AS14.12,04-05-14,0,0,0,0,0,0,1,4.8,-0.8,-0.2,0.114598723,108.7558116,0,0,24.46189147,89.03925,50.10888,0,0,0,8.8382,149.6325806,0,0,0,0,0
428,AS14.12,05-05-14,1,0,0,0,0,0,0,6,0,0.333333333,0.032041855,35.10184616,1,0,14.30582979,145.6532857,67.8465,0,0,0,12.047,51.7579,0,0,0,0,0
429,AS14.13,13-03-14,0,0,0,1,0,0,0,7,-2,1,0,83.48246667,1,0,7.169666667,46.67227273,36.754,0,0,0,46.7236,174.092,0,0,0,0,0
430,AS14.13,14-03-14,0,0,0,0,1,0,0,7.8,0.2,1.4,0,42.39648838,0,1,19.14224468,48.9672,50.052,0,0,0,44.88381481,36.11530769,81.78328571,0,0,0,0
431,AS14.13,15-03-14,0,0,0,0,0,1,0,7,0.2,0.4,0,37.98886064,0,1,46.43313636,46.92137143,51.61923077,0,0,0,37.33145161,28.2539,0,0,0,0,0
432,AS14.13,16-03-14,0,0,0,0,0,0,1,6.4,-1,0.2,0,83.40515253,0,0,10.723,43.29553333,37.964,0,0,0,48.28985714,38.07986667,0,23.663,0,0,0
433,AS14.13,17-03-14,1,0,0,0,0,0,0,6.6,0,0.8,0,32.11036733,0,0,14.46661972,30.76154545,0,0,0,0,30.49882609,42.651,59.037,0,6.259,0,0
434,AS14.13,18-03-14,0,1,0,0,0,0,0,7,-0.2,0.8,0,29.24163828,0,0,11.59270833,150.8266923,1.232.164,0,0,0,42.65891304,18.94281818,0,0,0,0,0
435,AS14.13,19-03-14,0,0,1,0,0,0,0,7.8,-0.2,1.2,0,118.4719062,0,0,27.25448276,73.41804615,358.3003333,0,0,0,175.1499583,18.407,0,0,0,0,0
436,AS14.13,20-03-14,0,0,0,1,0,0,0,6.4,0.8,0.2,0.287517396,47.59892265,0,0,12.84355556,36.63261722,47.911,0,0,0,52.24366667,41.467,0,0,0,0,0
437,AS14.13,21-03-14,0,0,0,0,1,0,0,6.4,0.6,0.6,0.084648712,91.04577463,0,1,11.08661538,77.60269231,111.3018182,0,0,0,10.9863,10.1743125,23.503,0,0,0,0
438,AS14.13,22-03-14,0,0,0,0,0,1,0,8.4,1.4,1.6,0.0939735,76.09973457,0,0,21.52597674,44.11592746,67.16714706,0,0,0,23.7234,38.51923529,0,0,0,0,0
439,AS14.13,23-03-14,0,0,0,0,0,0,1,7.4,1.6,1,0.119162634,62.16453334,0,1,25.83873333,37.44703846,57.45163636,0,0,0,28.81218182,49.8266,0,19.359,0,0,0
440,AS14.13,24-03-14,1,0,0,0,0,0,0,8.8,1,1.8,0.307412986,52.09096667,1,0,14.8313913,33.76756989,52.46077778,0,0,0,10.88,26.57757143,0,0,0,0,0
441,AS14.13,25-03-14,0,1,0,0,0,0,0,7.6,1.2,1.8,0.098568485,48.80532038,0,0,16.88514286,36.94154701,34.7495,0,0,0,59.98215789,29.33561538,50.09,0,25.496,0,0
442,AS14.13,26-03-14,0,0,1,0,0,0,0,8.4,-1,1,0.303655124,58.48340645,1,1,9.362869565,38.51134737,161.4598,0,0,0,18.97278571,30.551125,0,0,0,0,0
